locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHLIDFIL_01457	CDS	483				hypothetical protein
MHLIDFIL_01458	CDS	747				ISAs1 family transposase ISEc26
MHLIDFIL_01459	CDS	1137				ISAs1 family transposase ISEc5
MHLIDFIL_01460	CDS	234	pptA	5.3.2.-	COG1942	Tautomerase PptA
MHLIDFIL_01461	CDS	570				hypothetical protein
MHLIDFIL_01462	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
MHLIDFIL_01463	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
MHLIDFIL_01464	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
MHLIDFIL_01465	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
MHLIDFIL_01466	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
MHLIDFIL_01467	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
MHLIDFIL_01468	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
MHLIDFIL_01469	CDS	336				hypothetical protein
MHLIDFIL_01470	CDS	921				hypothetical protein
MHLIDFIL_01471	CDS	291	ompD_2		COG3203	Outer membrane porin protein OmpD
MHLIDFIL_01472	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
MHLIDFIL_01473	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
MHLIDFIL_01474	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
MHLIDFIL_01475	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MHLIDFIL_01476	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
MHLIDFIL_01477	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
MHLIDFIL_01478	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
MHLIDFIL_01479	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
MHLIDFIL_01480	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
MHLIDFIL_01481	CDS	216	bdm			Protein bdm
MHLIDFIL_01482	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
MHLIDFIL_01483	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
MHLIDFIL_01484	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
MHLIDFIL_01485	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MHLIDFIL_01486	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
MHLIDFIL_01487	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
MHLIDFIL_01488	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
MHLIDFIL_01489	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
MHLIDFIL_01490	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
MHLIDFIL_01491	CDS	1320				hypothetical protein
MHLIDFIL_01492	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
MHLIDFIL_01493	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
MHLIDFIL_01494	CDS	2784				hypothetical protein
MHLIDFIL_01495	CDS	2373				hypothetical protein
MHLIDFIL_01496	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
MHLIDFIL_01497	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MHLIDFIL_01498	CDS	1683				hypothetical protein
MHLIDFIL_01499	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
MHLIDFIL_01500	CDS	198	safA			Two-component-system connector protein SafA
MHLIDFIL_01501	CDS	2280	ydeP		COG0243	Protein YdeP
MHLIDFIL_01502	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
MHLIDFIL_01503	CDS	504	fimG_1			Protein FimG
MHLIDFIL_01504	CDS	531	fimF_1			Protein FimF
MHLIDFIL_01505	CDS	1149	fimD_1		COG3188	Outer membrane usher protein FimD
MHLIDFIL_01506	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
MHLIDFIL_01507	CDS	267	hipB		COG1396	Antitoxin HipB
MHLIDFIL_01508	CDS	1401	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
MHLIDFIL_01509	CDS	3978				hypothetical protein
MHLIDFIL_01510	CDS	1593	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
MHLIDFIL_01511	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
MHLIDFIL_01512	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
MHLIDFIL_01513	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
MHLIDFIL_01514	CDS	993	lsrD			Autoinducer 2 import system permease protein LsrD
MHLIDFIL_01515	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
MHLIDFIL_01516	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
MHLIDFIL_01517	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
MHLIDFIL_01518	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
MHLIDFIL_01519	CDS	915				hypothetical protein
MHLIDFIL_01520	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
MHLIDFIL_01521	CDS	948				hypothetical protein
MHLIDFIL_01522	CDS	360				hypothetical protein
MHLIDFIL_01523	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
MHLIDFIL_01524	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MHLIDFIL_01525	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
MHLIDFIL_01526	CDS	1116				hypothetical protein
MHLIDFIL_01527	CDS	1191	sotB		COG2814	Sugar efflux transporter
MHLIDFIL_01528	CDS	666				hypothetical protein
MHLIDFIL_01529	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
MHLIDFIL_01530	CDS	384	marA			Multiple antibiotic resistance protein MarA
MHLIDFIL_01531	CDS	219				hypothetical protein
MHLIDFIL_01532	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
MHLIDFIL_01533	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
MHLIDFIL_01534	CDS	96	mgtS			Small protein MgtS
MHLIDFIL_01535	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
MHLIDFIL_01536	CDS	393	ygiW_1		COG3111	Protein YgiW
MHLIDFIL_01537	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MHLIDFIL_01538	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
MHLIDFIL_01539	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MHLIDFIL_01540	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
MHLIDFIL_01541	CDS	204	ydfZ			Putative selenoprotein YdfZ
MHLIDFIL_01542	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MHLIDFIL_01543	CDS	1284	ydfJ			Putative transporter YdfJ
MHLIDFIL_01544	CDS	234	ydfK			Cold shock protein YdfK
MHLIDFIL_01545	CDS	591				Tn3 family transposase ISYps3
MHLIDFIL_01546	CDS	576	tfaE_3			Prophage tail fiber assembly protein TfaE
MHLIDFIL_01547	CDS	963				hypothetical protein
MHLIDFIL_01548	CDS	570	nohA_2		COG4220	Prophage DNA-packing protein NohA
MHLIDFIL_01549	CDS	411	ydfO_3		COG5562	putative protein YdfO
MHLIDFIL_01550	CDS	174	gnsA_2			Protein GnsA
MHLIDFIL_01551	CDS	213	cspJ			Cold shock-like protein CspJ
MHLIDFIL_01552	CDS	498				hypothetical protein
MHLIDFIL_01553	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
MHLIDFIL_01554	CDS	312	ydfR			putative protein YdfR
MHLIDFIL_01555	CDS	207				hypothetical protein
MHLIDFIL_01556	CDS	120				hypothetical protein
MHLIDFIL_01557	CDS	216	cspB		COG1278	Cold shock-like protein CspB
MHLIDFIL_01558	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
MHLIDFIL_01559	CDS	753				hypothetical protein
MHLIDFIL_01560	CDS	1050				hypothetical protein
MHLIDFIL_01561	CDS	252				hypothetical protein
MHLIDFIL_01562	CDS	156	hokC_2			Toxic protein HokC
MHLIDFIL_01563	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
MHLIDFIL_01564	CDS	240	relB		COG3077	Antitoxin RelB
MHLIDFIL_01565	CDS	333	flxA			Protein FlxA
MHLIDFIL_01566	CDS	228				hypothetical protein
MHLIDFIL_01567	CDS	291				hypothetical protein
MHLIDFIL_01568	CDS	231				hypothetical protein
MHLIDFIL_01569	CDS	408				hypothetical protein
MHLIDFIL_01570	CDS	156				hypothetical protein
MHLIDFIL_01571	CDS	129	ydfB			putative protein YdfB
MHLIDFIL_01572	CDS	219				hypothetical protein
MHLIDFIL_01573	CDS	165				hypothetical protein
MHLIDFIL_01574	CDS	189				hypothetical protein
MHLIDFIL_01575	CDS	192				hypothetical protein
MHLIDFIL_01576	CDS	921				hypothetical protein
MHLIDFIL_01577	CDS	543				IS3 family transposase IS2
MHLIDFIL_01578	CDS	1197	intQ_2		COG0582	Putative defective protein IntQ
MHLIDFIL_01579	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
MHLIDFIL_01580	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
MHLIDFIL_01581	CDS	327				hypothetical protein
MHLIDFIL_01582	CDS	342				hypothetical protein
MHLIDFIL_01583	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MHLIDFIL_01584	CDS	747				hypothetical protein
MHLIDFIL_01585	CDS	306	ynfD			putative protein YnfD
MHLIDFIL_01586	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MHLIDFIL_01587	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MHLIDFIL_01588	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MHLIDFIL_01589	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MHLIDFIL_01590	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
MHLIDFIL_01591	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
MHLIDFIL_01592	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MHLIDFIL_01593	CDS	1221	mlc_1		COG1940	Protein mlc
MHLIDFIL_01594	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
MHLIDFIL_01595	CDS	1254	ynfM			Inner membrane transport protein YnfM
MHLIDFIL_01596	CDS	309	asr			Acid shock protein
MHLIDFIL_01597	CDS	822				hypothetical protein
MHLIDFIL_01598	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
MHLIDFIL_01599	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
MHLIDFIL_01600	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
MHLIDFIL_01601	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MHLIDFIL_01602	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MHLIDFIL_01603	CDS	945	ydgH			Protein YdgH
MHLIDFIL_01604	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
MHLIDFIL_01605	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
MHLIDFIL_01606	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
MHLIDFIL_01607	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
MHLIDFIL_01608	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
MHLIDFIL_01609	CDS	930	tus			DNA replication terminus site-binding protein
MHLIDFIL_01610	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MHLIDFIL_01611	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MHLIDFIL_01612	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MHLIDFIL_01613	CDS	1509	ydgA_1		COG5339	Protein YdgA
MHLIDFIL_01614	CDS	96				hypothetical protein
MHLIDFIL_01615	CDS	1266	uidC			Membrane-associated protein UidC
MHLIDFIL_01616	CDS	1374	uidB		COG2211	Glucuronide carrier protein 
MHLIDFIL_01617	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
MHLIDFIL_01618	CDS	579				hypothetical protein
MHLIDFIL_01619	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
MHLIDFIL_01620	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
MHLIDFIL_01621	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
MHLIDFIL_01622	CDS	1173	malY		COG1168	Protein MalY
MHLIDFIL_01623	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
MHLIDFIL_01624	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
MHLIDFIL_01625	CDS	216	cnu			OriC-binding nucleoid-associated protein
MHLIDFIL_01626	CDS	441	ydgK			Inner membrane protein YdgK
MHLIDFIL_01627	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
MHLIDFIL_01628	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
MHLIDFIL_01629	CDS	2223	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
MHLIDFIL_01630	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
MHLIDFIL_01631	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
MHLIDFIL_01632	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
MHLIDFIL_01633	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
MHLIDFIL_01634	CDS	201				hypothetical protein
MHLIDFIL_01635	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
MHLIDFIL_01636	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
MHLIDFIL_01637	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
MHLIDFIL_01638	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MHLIDFIL_01639	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MHLIDFIL_01640	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
MHLIDFIL_01641	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MHLIDFIL_01642	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
MHLIDFIL_01643	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
MHLIDFIL_01644	CDS	237				hypothetical protein
MHLIDFIL_01645	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MHLIDFIL_01646	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
MHLIDFIL_01647	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
MHLIDFIL_01648	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MHLIDFIL_01649	CDS	240				hypothetical protein
MHLIDFIL_01650	CDS	600	nemR			HTH-type transcriptional repressor NemR
MHLIDFIL_01651	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
MHLIDFIL_01652	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MHLIDFIL_01653	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
MHLIDFIL_01654	CDS	4617	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
MHLIDFIL_01655	CDS	348	grxD		COG0278	Glutaredoxin 4
MHLIDFIL_01656	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
MHLIDFIL_01657	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MHLIDFIL_01658	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
MHLIDFIL_01659	CDS	90	ynhF			putative protein YnhF
MHLIDFIL_01660	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
MHLIDFIL_01661	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
MHLIDFIL_01662	CDS	1212	ydhC			Inner membrane transport protein YdhC
MHLIDFIL_01663	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
MHLIDFIL_01664	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
MHLIDFIL_01665	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
MHLIDFIL_01666	CDS	1257				putative autotransporter
MHLIDFIL_01667	tRNA	77				tRNA-Val(gac)
MHLIDFIL_01668	tRNA	77				tRNA-Val(gac)
MHLIDFIL_01669	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
MHLIDFIL_01670	CDS	1605				hypothetical protein
MHLIDFIL_01671	CDS	765	ydhT			putative protein YdhT
MHLIDFIL_01672	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
MHLIDFIL_01673	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
MHLIDFIL_01674	CDS	639	ydhW			putative protein YdhW
MHLIDFIL_01675	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
MHLIDFIL_01676	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
MHLIDFIL_01677	CDS	210	fumD	4.2.1.2		Fumarase D
MHLIDFIL_01678	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
MHLIDFIL_01679	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
MHLIDFIL_01680	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
MHLIDFIL_01681	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
MHLIDFIL_01682	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
MHLIDFIL_01683	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
MHLIDFIL_01684	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
MHLIDFIL_01685	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
MHLIDFIL_01686	CDS	369	sufA		COG0316	Protein SufA
MHLIDFIL_01687	CDS	189				hypothetical protein
MHLIDFIL_01688	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MHLIDFIL_01689	CDS	3057			COG0247	putative protein
MHLIDFIL_01690	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
MHLIDFIL_01691	CDS	357				hypothetical protein
MHLIDFIL_01692	CDS	1215	ydiM			Inner membrane transport protein YdiM
MHLIDFIL_01693	CDS	1266	ydiN			Inner membrane transport protein YdiN
MHLIDFIL_01694	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MHLIDFIL_01695	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
MHLIDFIL_01696	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
MHLIDFIL_01697	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
MHLIDFIL_01698	CDS	912	rhaS_2			HTH-type transcriptional activator RhaS
MHLIDFIL_01699	CDS	177				hypothetical protein
MHLIDFIL_01700	CDS	765	fixA_2		COG2086	Protein FixA
MHLIDFIL_01701	CDS	939	fixB_2		COG2025	Protein FixB
MHLIDFIL_01702	CDS	1290	dadA_2	1.4.99.-		D-amino acid dehydrogenase
MHLIDFIL_01703	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
MHLIDFIL_01704	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
MHLIDFIL_01705	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MHLIDFIL_01706	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
MHLIDFIL_01707	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
MHLIDFIL_01708	CDS	192	ydiE		COG4256	putative protein YdiE
MHLIDFIL_01709	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
MHLIDFIL_01710	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
MHLIDFIL_01711	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MHLIDFIL_01712	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
MHLIDFIL_01713	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
MHLIDFIL_01714	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
MHLIDFIL_01715	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
MHLIDFIL_01716	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MHLIDFIL_01717	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MHLIDFIL_01718	CDS	357	rplT		COG0292	50S ribosomal protein L20
MHLIDFIL_01719	CDS	198	rpmI		COG0291	50S ribosomal protein L35
MHLIDFIL_01720	CDS	435	infC		COG0290	Translation initiation factor IF-3
MHLIDFIL_01721	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MHLIDFIL_01722	CDS	474				hypothetical protein
MHLIDFIL_01723	CDS	807				hypothetical protein
MHLIDFIL_01724	CDS	108	yniD			putative protein YniD
MHLIDFIL_01725	CDS	759				hypothetical protein
MHLIDFIL_01726	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
MHLIDFIL_01727	CDS	291				hypothetical protein
MHLIDFIL_01728	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
MHLIDFIL_01729	CDS	537				hypothetical protein
MHLIDFIL_01730	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
MHLIDFIL_01731	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
MHLIDFIL_01732	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
MHLIDFIL_01733	CDS	804				hypothetical protein
MHLIDFIL_01734	CDS	264	cedA			Cell division activator CedA
MHLIDFIL_01735	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
MHLIDFIL_01736	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
MHLIDFIL_01737	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
MHLIDFIL_01738	CDS	840	chbR			HTH-type transcriptional regulator ChbR
MHLIDFIL_01739	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
MHLIDFIL_01740	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
MHLIDFIL_01741	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
MHLIDFIL_01742	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
MHLIDFIL_01743	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MHLIDFIL_01744	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
MHLIDFIL_01745	CDS	576	ves		COG3758	Protein Ves
MHLIDFIL_01746	CDS	486	spy		COG3678	Periplasmic chaperone Spy
MHLIDFIL_01747	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MHLIDFIL_01748	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MHLIDFIL_01749	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MHLIDFIL_01750	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
MHLIDFIL_01751	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
MHLIDFIL_01752	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MHLIDFIL_01753	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
MHLIDFIL_01754	CDS	678				hypothetical protein
MHLIDFIL_01755	CDS	708	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
MHLIDFIL_01756	CDS	549				hypothetical protein
MHLIDFIL_01757	CDS	1167	ynjB		COG4134	Protein YnjB
MHLIDFIL_01758	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
MHLIDFIL_01759	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
MHLIDFIL_01760	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
MHLIDFIL_01761	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
MHLIDFIL_01762	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MHLIDFIL_01763	CDS	273				hypothetical protein
MHLIDFIL_01764	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MHLIDFIL_01765	CDS	1041	ynjI			Inner membrane protein YnjI
MHLIDFIL_01766	CDS	1962	topB	5.6.2.1	COG0550	DNA topoisomerase 3
MHLIDFIL_01767	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
MHLIDFIL_01768	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
MHLIDFIL_01769	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
MHLIDFIL_01770	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
MHLIDFIL_01771	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
MHLIDFIL_01772	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
MHLIDFIL_01773	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
MHLIDFIL_01774	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
MHLIDFIL_01775	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
MHLIDFIL_01776	CDS	837	ydjI		COG0191	putative protein YdjI
MHLIDFIL_01777	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
MHLIDFIL_01778	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
